Dealer_Name,Model,Company,Price ($)
Ryder Truck Rental and Leasing,Focus,Ford,36975.5
Ryder Truck Rental and Leasing,Forester,Subaru,22154.727272727272
Ryder Truck Rental and Leasing,Frontier,Nissan,16000.0
Ryder Truck Rental and Leasing,GS300,Lexus,17000.333333333332
Ryder Truck Rental and Leasing,GS400,Lexus,31300.0
Ryder Truck Rental and Leasing,GTI,Volkswagen,23616.6
Ryder Truck Rental and Leasing,Galant,Mitsubishi,39600.2
Ryder Truck Rental and Leasing,Golf,Volkswagen,24125.25
Ryder Truck Rental and Leasing,Grand Am,Pontiac,19125.2
Ryder Truck Rental and Leasing,Grand Cherokee,Jeep,20337.75
Ryder Truck Rental and Leasing,Grand Marquis,Mercury,24750.0
Ryder Truck Rental and Leasing,Grand Prix,Pontiac,39666.5
Ryder Truck Rental and Leasing,I30,Infiniti,28750.125
Ryder Truck Rental and Leasing,Impala,Chevrolet,21500.0
Ryder Truck Rental and Leasing,Integra,Acura,45000.0
Ryder Truck Rental and Leasing,Intrepid,Dodge,17050.1
Ryder Truck Rental and Leasing,Intrigue,Oldsmobile,31213.833333333332
Ryder Truck Rental and Leasing,Jetta,Volkswagen,32129.529411764706
Ryder Truck Rental and Leasing,LHS,Chrysler,27011.222222222223
Ryder Truck Rental and Leasing,LS,Saturn,34500.083333333336
Ryder Truck Rental and Leasing,LS400,Lexus,33114.25
Ryder Truck Rental and Leasing,LW,Saturn,27818.9375
Ryder Truck Rental and Leasing,LX470,Lexus,28600.0
Ryder Truck Rental and Leasing,Land Cruiser,Toyota,22300.0
Ryder Truck Rental and Leasing,LeSabre,Buick,20000.5
Ryder Truck Rental and Leasing,Lumina,Chevrolet,30100.2
Ryder Truck Rental and Leasing,M-Class,Mercedes-B,33000.5
Ryder Truck Rental and Leasing,Malibu,Chevrolet,35500.107142857145
Ryder Truck Rental and Leasing,Maxima,Nissan,30833.666666666668
Ryder Truck Rental and Leasing,Metro,Chevrolet,19280.25
Ryder Truck Rental and Leasing,Mirage,Mitsubishi,9000.5
Ryder Truck Rental and Leasing,Monte Carlo,Chevrolet,32683.5
Ryder Truck Rental and Leasing,Montero,Mitsubishi,16000.333333333334
Ryder Truck Rental and Leasing,Montero Sport,Mitsubishi,42169.38461538462
Ryder Truck Rental and Leasing,Mountaineer,Mercury,21000.666666666668
Ryder Truck Rental and Leasing,Mustang,Ford,26611.444444444445
Ryder Truck Rental and Leasing,Mystique,Mercury,22333.333333333332
Ryder Truck Rental and Leasing,Navigator,Lincoln,25143.14285714286
Ryder Truck Rental and Leasing,Neon,Dodge,19000.0
Ryder Truck Rental and Leasing,Neon,Plymouth,23041.75
Ryder Truck Rental and Leasing,Odyssey,Honda,45166.666666666664
Ryder Truck Rental and Leasing,Outback,Subaru,35625.2
Ryder Truck Rental and Leasing,Park Avenue,Buick,41530.8125
Ryder Truck Rental and Leasing,Passat,Volkswagen,22077.0
Ryder Truck Rental and Leasing,Passport,Honda,20800.14285714286
Ryder Truck Rental and Leasing,Pathfinder,Nissan,32016.333333333332
Ryder Truck Rental and Leasing,Prizm,Chevrolet,22658.42105263158
Ryder Truck Rental and Leasing,Prowler,Plymouth,22500.0625
Ryder Truck Rental and Leasing,Quest,Nissan,22083.5
Ryder Truck Rental and Leasing,RAV4,Toyota,37399.8
Ryder Truck Rental and Leasing,RL,Acura,23205.57894736842
Ryder Truck Rental and Leasing,Ram Pickup,Dodge,28412.65
Ryder Truck Rental and Leasing,Ram Van,Dodge,35669.65
Ryder Truck Rental and Leasing,Ram Wagon,Dodge,22000.285714285714
Ryder Truck Rental and Leasing,Ranger,Ford,29628.571428571428
Ryder Truck Rental and Leasing,Regal,Buick,29286.0
Ryder Truck Rental and Leasing,S-Class,Mercedes-B,34774.75
Ryder Truck Rental and Leasing,S-Type,Jaguar,33125.0
Ryder Truck Rental and Leasing,S40,Volvo,32394.29411764706
Ryder Truck Rental and Leasing,S70,Volvo,24000.5
Ryder Truck Rental and Leasing,S80,Volvo,23075.375
Ryder Truck Rental and Leasing,SC,Saturn,43727.92857142857
Ryder Truck Rental and Leasing,SL,Saturn,15500.25
Ryder Truck Rental and Leasing,SL-Class,Mercedes-B,20500.125
Ryder Truck Rental and Leasing,SLK,Mercedes-B,31812.666666666668
Ryder Truck Rental and Leasing,SLK230,Mercedes-B,35999.25
Ryder Truck Rental and Leasing,SW,Saturn,30500.25
Ryder Truck Rental and Leasing,Sable,Mercury,37171.57142857143
Ryder Truck Rental and Leasing,Sebring Coupe,Chrysler,29459.416666666668
Ryder Truck Rental and Leasing,Sentra,Nissan,16800.0
Ryder Truck Rental and Leasing,Seville,Cadillac,29125.25
Ryder Truck Rental and Leasing,Sienna,Toyota,23000.125
Ryder Truck Rental and Leasing,Silhouette,Oldsmobile,32297.105263157893
Ryder Truck Rental and Leasing,Sonata,Hyundai,18354.81818181818
Ryder Truck Rental and Leasing,Stratus,Dodge,29000.333333333332
Ryder Truck Rental and Leasing,Sunfire,Pontiac,33969.0
Ryder Truck Rental and Leasing,TL,Acura,20441.0625
Ryder Truck Rental and Leasing,Tacoma,Toyota,31700.1
Ryder Truck Rental and Leasing,Taurus,Ford,31499.7
Ryder Truck Rental and Leasing,Town car,Lincoln,19535.821428571428
Ryder Truck Rental and Leasing,V40,Volvo,18000.333333333332
Ryder Truck Rental and Leasing,V70,Volvo,39000.25
Ryder Truck Rental and Leasing,Villager,Mercury,19833.555555555555
Ryder Truck Rental and Leasing,Viper,Dodge,30163.42105263158
Ryder Truck Rental and Leasing,Voyager,Plymouth,26250.083333333332
Ryder Truck Rental and Leasing,Windstar,Ford,26280.2
Ryder Truck Rental and Leasing,Wrangler,Jeep,16000.25
Ryder Truck Rental and Leasing,Xterra,Nissan,19768.545454545456
Saab-Belle Dodge,3-Sep,Saab,34277.5
Saab-Belle Dodge,3000GT,Mitsubishi,23985.95238095238
Saab-Belle Dodge,300M,Chrysler,22014.0
Saab-Belle Dodge,323i,BMW,19445.0
Saab-Belle Dodge,328i,BMW,27730.76923076923
Saab-Belle Dodge,4Runner,Toyota,30525.0
Saab-Belle Dodge,5-Sep,Saab,34700.5
Saab-Belle Dodge,528i,BMW,26329.052631578947
Saab-Belle Dodge,A4,Audi,23250.25
Saab-Belle Dodge,A6,Audi,22447.605263157893
Saab-Belle Dodge,A8,Audi,44167.333333333336
Saab-Belle Dodge,Accent,Hyundai,18000.333333333332
Saab-Belle Dodge,Accord,Honda,26233.333333333332
Saab-Belle Dodge,Altima,Nissan,20834.0
Saab-Belle Dodge,Aurora,Oldsmobile,49498.875
Saab-Belle Dodge,Avenger,Dodge,24666.666666666668
Saab-Belle Dodge,Beetle,Volkswagen,37083.833333333336
Saab-Belle Dodge,Bonneville,Pontiac,19375.0
Saab-Belle Dodge,Boxter,Porsche,14000.0
Saab-Belle Dodge,Bravada,Oldsmobile,22766.933333333334
Saab-Belle Dodge,Breeze,Plymouth,39200.333333333336
Saab-Belle Dodge,C-Class,Mercedes-B,14237.875
Saab-Belle Dodge,C70,Volvo,29849.65
Saab-Belle Dodge,CL500,Mercedes-B,24609.18181818182
Saab-Belle Dodge,CR-V,Honda,21636.454545454544
Saab-Belle Dodge,Cabrio,Volkswagen,16860.0
Saab-Belle Dodge,Camaro,Chevrolet,29443.285714285714
Saab-Belle Dodge,Camry,Toyota,31680.3
Saab-Belle Dodge,Caravan,Dodge,30916.666666666668
Saab-Belle Dodge,Carrera Cabrio,Porsche,26063.125
Saab-Belle Dodge,Carrera Coupe,Porsche,21355.777777777777
Saab-Belle Dodge,Catera,Cadillac,38199.5
Saab-Belle Dodge,Cavalier,Chevrolet,19443.428571428572
Saab-Belle Dodge,Celica,Toyota,23912.75
Saab-Belle Dodge,Century,Buick,17001.0
Saab-Belle Dodge,Cherokee,Jeep,25000.25
Saab-Belle Dodge,Civic,Honda,43500.5
Saab-Belle Dodge,Concorde,Chrysler,33409.36363636364
Saab-Belle Dodge,Continental,Lincoln,38366.566666666666
Saab-Belle Dodge,Contour,Ford,40665.833333333336
Saab-Belle Dodge,Corolla,Toyota,14000.2
Saab-Belle Dodge,Corvette,Chevrolet,30071.714285714286
Saab-Belle Dodge,Cougar,Mercury,30889.333333333332
Saab-Belle Dodge,Crown Victoria,Ford,23750.166666666668
Saab-Belle Dodge,Cutlass,Oldsmobile,38871.57142857143
Saab-Belle Dodge,Dakota,Dodge,21000.5
Saab-Belle Dodge,DeVille,Cadillac,39999.5
Saab-Belle Dodge,Diamante,Mitsubishi,21181.190476190477
Saab-Belle Dodge,Durango,Dodge,24150.1
Saab-Belle Dodge,E-Class,Mercedes-B,28800.14285714286
Saab-Belle Dodge,ES300,Lexus,24533.833333333332
Saab-Belle Dodge,Eclipse,Mitsubishi,23460.2
Saab-Belle Dodge,Elantra,Hyundai,26250.0
Saab-Belle Dodge,Eldorado,Cadillac,38312.125
Saab-Belle Dodge,Escalade,Cadillac,33207.63636363636
Saab-Belle Dodge,Escort,Ford,13286.285714285714
Saab-Belle Dodge,Expedition,Ford,22407.5
Saab-Belle Dodge,Explorer,Ford,30583.555555555555
Saab-Belle Dodge,Firebird,Pontiac,43083.666666666664
Saab-Belle Dodge,Focus,Ford,34284.0
Saab-Belle Dodge,Forester,Subaru,21967.69230769231
Saab-Belle Dodge,Frontier,Nissan,22950.2
Saab-Belle Dodge,GS300,Lexus,51000.0
Saab-Belle Dodge,GS400,Lexus,26072.0
Saab-Belle Dodge,GTI,Volkswagen,25083.833333333332
Saab-Belle Dodge,Galant,Mitsubishi,36140.4
Saab-Belle Dodge,Golf,Volkswagen,23533.333333333332
Saab-Belle Dodge,Grand Am,Pontiac,24730.0
Saab-Belle Dodge,Grand Cherokee,Jeep,16200.2
Saab-Belle Dodge,Grand Marquis,Mercury,28824.9375
Saab-Belle Dodge,Grand Prix,Pontiac,27928.785714285714
Saab-Belle Dodge,I30,Infiniti,33122.444444444445
Saab-Belle Dodge,Impala,Chevrolet,14000.0
Saab-Belle Dodge,Integra,Acura,45250.5
Saab-Belle Dodge,Intrepid,Dodge,11000.5
Saab-Belle Dodge,Intrigue,Oldsmobile,42250.4
Saab-Belle Dodge,Jetta,Volkswagen,29343.75
Saab-Belle Dodge,LHS,Chrysler,26335.785714285714
Saab-Belle Dodge,LS,Saturn,45428.0
Saab-Belle Dodge,LS400,Lexus,42262.375
Saab-Belle Dodge,LW,Saturn,16366.666666666666
Saab-Belle Dodge,LX470,Lexus,34500.166666666664
Saab-Belle Dodge,Land Cruiser,Toyota,25167.0
Saab-Belle Dodge,LeSabre,Buick,20000.25
Saab-Belle Dodge,Lumina,Chevrolet,19666.916666666668
Saab-Belle Dodge,M-Class,Mercedes-B,29750.0
Saab-Belle Dodge,Malibu,Chevrolet,36967.67647058824
Saab-Belle Dodge,Maxima,Nissan,23875.25
Saab-Belle Dodge,Metro,Chevrolet,23133.4
Saab-Belle Dodge,Monte Carlo,Chevrolet,23928.571428571428
Saab-Belle Dodge,Montero,Mitsubishi,16000.0
Saab-Belle Dodge,Montero Sport,Mitsubishi,34447.066666666666
Saab-Belle Dodge,Mountaineer,Mercury,21125.25
Saab-Belle Dodge,Mustang,Ford,30115.777777777777
Saab-Belle Dodge,Mystique,Mercury,9375.0
Saab-Belle Dodge,Navigator,Lincoln,22040.6
Saab-Belle Dodge,Neon,Dodge,19250.0
Saab-Belle Dodge,Neon,Plymouth,24138.2
Saab-Belle Dodge,Odyssey,Honda,27125.0
Saab-Belle Dodge,Outback,Subaru,37444.666666666664
Saab-Belle Dodge,Park Avenue,Buick,48182.5
Saab-Belle Dodge,Passat,Volkswagen,15412.85
Saab-Belle Dodge,Passport,Honda,23375.0
Saab-Belle Dodge,Pathfinder,Nissan,25083.380952380954
Saab-Belle Dodge,Prizm,Chevrolet,19807.8
Saab-Belle Dodge,Prowler,Plymouth,36699.375
Saab-Belle Dodge,Quest,Nissan,22250.25
Saab-Belle Dodge,RAV4,Toyota,31666.75
Saab-Belle Dodge,RL,Acura,22782.782608695652
Saab-Belle Dodge,Ram Pickup,Dodge,29862.7
Saab-Belle Dodge,Ram Van,Dodge,29582.833333333332
Saab-Belle Dodge,Ram Wagon,Dodge,22000.25
Saab-Belle Dodge,Ranger,Ford,33999.4
Saab-Belle Dodge,Regal,Buick,42300.4
Saab-Belle Dodge,S-Class,Mercedes-B,22504.03846153846
Saab-Belle Dodge,S-Type,Jaguar,22388.88888888889
Saab-Belle Dodge,S40,Volvo,25682.090909090908
Saab-Belle Dodge,S70,Volvo,23137.875
Saab-Belle Dodge,S80,Volvo,21250.5
Saab-Belle Dodge,SC,Saturn,41888.22222222222
Saab-Belle Dodge,SL,Saturn,21000.0
Saab-Belle Dodge,SL-Class,Mercedes-B,27812.833333333332
Saab-Belle Dodge,SLK,Mercedes-B,32458.666666666668
Saab-Belle Dodge,SLK230,Mercedes-B,33100.0
Saab-Belle Dodge,SW,Saturn,30500.0
Saab-Belle Dodge,Sable,Mercury,43183.0
Saab-Belle Dodge,Sebring Coupe,Chrysler,30313.466666666667
Saab-Belle Dodge,Sentra,Nissan,16000.5
Saab-Belle Dodge,Seville,Cadillac,35420.4
Saab-Belle Dodge,Sienna,Toyota,14875.25
Saab-Belle Dodge,Silhouette,Oldsmobile,24499.978260869564
Saab-Belle Dodge,Sonata,Hyundai,17278.0
Saab-Belle Dodge,Stratus,Dodge,31000.0
Saab-Belle Dodge,Sunfire,Pontiac,36417.0
Saab-Belle Dodge,TL,Acura,24857.285714285714
Saab-Belle Dodge,Tacoma,Toyota,37971.28571428572
Saab-Belle Dodge,Taurus,Ford,45953.681818181816
Saab-Belle Dodge,Town & Country,Chrysler,17000.0
Saab-Belle Dodge,Town car,Lincoln,27714.714285714286
Saab-Belle Dodge,V40,Volvo,18000.0
Saab-Belle Dodge,V70,Volvo,39000.666666666664
Saab-Belle Dodge,Villager,Mercury,16500.25
Saab-Belle Dodge,Viper,Dodge,31678.928571428572
Saab-Belle Dodge,Voyager,Plymouth,24077.722222222223
Saab-Belle Dodge,Windstar,Ford,28106.375
Saab-Belle Dodge,Wrangler,Jeep,18250.166666666668
Saab-Belle Dodge,Xterra,Nissan,15000.0
Scrivener Performance Engineering,3-Sep,Saab,22322.444444444445
Scrivener Performance Engineering,3000GT,Mitsubishi,21062.666666666668
Scrivener Performance Engineering,300M,Chrysler,20269.46153846154
Scrivener Performance Engineering,323i,BMW,14886.5
Scrivener Performance Engineering,328i,BMW,36554.88888888889
Scrivener Performance Engineering,4Runner,Toyota,26101.0
Scrivener Performance Engineering,5-Sep,Saab,28000.0
Scrivener Performance Engineering,528i,BMW,28332.071428571428
Scrivener Performance Engineering,A4,Audi,19500.0
Scrivener Performance Engineering,A6,Audi,22165.9375
Scrivener Performance Engineering,A8,Audi,13000.0
Scrivener Performance Engineering,Accent,Hyundai,18001.0
Scrivener Performance Engineering,Accord,Honda,22193.9375
Scrivener Performance Engineering,Alero,Oldsmobile,17000.0
Scrivener Performance Engineering,Altima,Nissan,20250.333333333332
Scrivener Performance Engineering,Aurora,Oldsmobile,28393.0
Scrivener Performance Engineering,Avenger,Dodge,23571.85714285714
Scrivener Performance Engineering,Beetle,Volkswagen,37850.2
Scrivener Performance Engineering,Bonneville,Pontiac,23159.545454545456
Scrivener Performance Engineering,Boxter,Porsche,22093.75
Scrivener Performance Engineering,Bravada,Oldsmobile,24216.833333333332
Scrivener Performance Engineering,Breeze,Plymouth,22000.2
Scrivener Performance Engineering,C-Class,Mercedes-B,15325.25
Scrivener Performance Engineering,C70,Volvo,24212.75
Scrivener Performance Engineering,CL500,Mercedes-B,24000.14285714286
Scrivener Performance Engineering,CLK Coupe,Mercedes-B,22000.0
Scrivener Performance Engineering,CR-V,Honda,24000.75
Scrivener Performance Engineering,Cabrio,Volkswagen,19800.0
Scrivener Performance Engineering,Camaro,Chevrolet,29350.0
Scrivener Performance Engineering,Camry,Toyota,33200.333333333336
Scrivener Performance Engineering,Caravan,Dodge,20500.125
Scrivener Performance Engineering,Carrera Cabrio,Porsche,32001.0
Scrivener Performance Engineering,Carrera Coupe,Porsche,20825.25
Scrivener Performance Engineering,Catera,Cadillac,57998.5
Scrivener Performance Engineering,Cavalier,Chevrolet,22722.555555555555
Scrivener Performance Engineering,Celica,Toyota,28610.3
Scrivener Performance Engineering,Century,Buick,17000.5
Scrivener Performance Engineering,Cherokee,Jeep,23500.285714285714
Scrivener Performance Engineering,Cirrus,Chrysler,12000.0
Scrivener Performance Engineering,Civic,Honda,43000.0
Scrivener Performance Engineering,Concorde,Chrysler,28575.35
Scrivener Performance Engineering,Continental,Lincoln,29999.714285714286
Scrivener Performance Engineering,Contour,Ford,52427.28571428572
Scrivener Performance Engineering,Corolla,Toyota,31583.5
Scrivener Performance Engineering,Corvette,Chevrolet,28000.333333333332
Scrivener Performance Engineering,Cougar,Mercury,25914.285714285714
Scrivener Performance Engineering,Crown Victoria,Ford,20000.166666666668
Scrivener Performance Engineering,Cutlass,Oldsmobile,37236.454545454544
Scrivener Performance Engineering,Dakota,Dodge,18233.333333333332
Scrivener Performance Engineering,DeVille,Cadillac,39999.416666666664
Scrivener Performance Engineering,Diamante,Mitsubishi,20402.5
Scrivener Performance Engineering,Durango,Dodge,22186.14285714286
Scrivener Performance Engineering,E-Class,Mercedes-B,25833.666666666668
Scrivener Performance Engineering,ES300,Lexus,29334.0
Scrivener Performance Engineering,Eclipse,Mitsubishi,24687.75
Scrivener Performance Engineering,Elantra,Hyundai,22033.333333333332
Scrivener Performance Engineering,Eldorado,Cadillac,45772.09090909091
Scrivener Performance Engineering,Escalade,Cadillac,31100.2
Scrivener Performance Engineering,Escort,Ford,12667.0
Scrivener Performance Engineering,Expedition,Ford,18137.625
Scrivener Performance Engineering,Explorer,Ford,33346.307692307695
Scrivener Performance Engineering,F-Series,Ford,22650.125
Scrivener Performance Engineering,Firebird,Pontiac,43000.0
Scrivener Performance Engineering,Focus,Ford,36900.2
Scrivener Performance Engineering,Forester,Subaru,21475.25
Scrivener Performance Engineering,Frontier,Nissan,26636.636363636364
Scrivener Performance Engineering,GS300,Lexus,37000.0
Scrivener Performance Engineering,GS400,Lexus,25470.4
Scrivener Performance Engineering,GTI,Volkswagen,24100.285714285714
Scrivener Performance Engineering,Galant,Mitsubishi,41214.42857142857
Scrivener Performance Engineering,Golf,Volkswagen,27182.0
Scrivener Performance Engineering,Grand Am,Pontiac,18410.2
Scrivener Performance Engineering,Grand Cherokee,Jeep,22371.571428571428
Scrivener Performance Engineering,Grand Marquis,Mercury,17476.617647058825
Scrivener Performance Engineering,Grand Prix,Pontiac,37116.583333333336
Scrivener Performance Engineering,I30,Infiniti,29350.4
Scrivener Performance Engineering,Impala,Chevrolet,22000.0
Scrivener Performance Engineering,Integra,Acura,45050.0
Scrivener Performance Engineering,Intrepid,Dodge,17767.0
Scrivener Performance Engineering,Intrigue,Oldsmobile,34500.28571428572
Scrivener Performance Engineering,Jetta,Volkswagen,32619.119047619046
Scrivener Performance Engineering,LHS,Chrysler,27423.30769230769
Scrivener Performance Engineering,LS,Saturn,32700.3
Scrivener Performance Engineering,LS400,Lexus,37535.607142857145
Scrivener Performance Engineering,LW,Saturn,18591.18181818182
Scrivener Performance Engineering,LX470,Lexus,30350.333333333332
Scrivener Performance Engineering,Land Cruiser,Toyota,20400.375
Scrivener Performance Engineering,LeSabre,Buick,20000.0
Scrivener Performance Engineering,Lumina,Chevrolet,36000.4
Scrivener Performance Engineering,M-Class,Mercedes-B,31833.333333333332
Scrivener Performance Engineering,Malibu,Chevrolet,34999.59090909091
Scrivener Performance Engineering,Maxima,Nissan,30325.25
Scrivener Performance Engineering,Metro,Chevrolet,17730.1
Scrivener Performance Engineering,Mirage,Mitsubishi,9000.5
Scrivener Performance Engineering,Monte Carlo,Chevrolet,28428.85714285714
Scrivener Performance Engineering,Montero,Mitsubishi,16000.375
Scrivener Performance Engineering,Montero Sport,Mitsubishi,40006.055555555555
Scrivener Performance Engineering,Mountaineer,Mercury,21120.0
Scrivener Performance Engineering,Mustang,Ford,26610.1
Scrivener Performance Engineering,Mystique,Mercury,19000.0
Scrivener Performance Engineering,Navigator,Lincoln,24750.2
Scrivener Performance Engineering,Neon,Dodge,19001.0
Scrivener Performance Engineering,Neon,Plymouth,26280.1
Scrivener Performance Engineering,Odyssey,Honda,37800.6
Scrivener Performance Engineering,Outback,Subaru,36000.25
Scrivener Performance Engineering,Park Avenue,Buick,40561.269230769234
Scrivener Performance Engineering,Passat,Volkswagen,19152.347826086956
Scrivener Performance Engineering,Passport,Honda,23750.0
Scrivener Performance Engineering,Pathfinder,Nissan,37332.958333333336
Scrivener Performance Engineering,Prizm,Chevrolet,25264.764705882353
Scrivener Performance Engineering,Prowler,Plymouth,26444.444444444445
Scrivener Performance Engineering,Quest,Nissan,22000.25
Scrivener Performance Engineering,RAV4,Toyota,38399.4
Scrivener Performance Engineering,RL,Acura,23992.21052631579
Scrivener Performance Engineering,Ram Pickup,Dodge,29073.70588235294
Scrivener Performance Engineering,Ram Van,Dodge,34727.0
Scrivener Performance Engineering,Ram Wagon,Dodge,22083.666666666668
Scrivener Performance Engineering,Ranger,Ford,32624.5
Scrivener Performance Engineering,Regal,Buick,26443.14285714286
Scrivener Performance Engineering,S-Class,Mercedes-B,27853.615384615383
Scrivener Performance Engineering,S-Type,Jaguar,26500.428571428572
Scrivener Performance Engineering,S40,Volvo,32773.416666666664
Scrivener Performance Engineering,S70,Volvo,24533.777777777777
Scrivener Performance Engineering,S80,Volvo,24125.5
Scrivener Performance Engineering,SC,Saturn,45499.416666666664
Scrivener Performance Engineering,SL,Saturn,11000.0
Scrivener Performance Engineering,SL-Class,Mercedes-B,22688.125
Scrivener Performance Engineering,SLK,Mercedes-B,25846.46153846154
Scrivener Performance Engineering,SLK230,Mercedes-B,31181.5
Scrivener Performance Engineering,SW,Saturn,32334.0
Scrivener Performance Engineering,Sable,Mercury,42910.46153846154
Scrivener Performance Engineering,Sebring Coupe,Chrysler,24833.666666666668
Scrivener Performance Engineering,Sentra,Nissan,16000.0
Scrivener Performance Engineering,Seville,Cadillac,36667.0
Scrivener Performance Engineering,Sienna,Toyota,23625.25
Scrivener Performance Engineering,Silhouette,Oldsmobile,24241.0
Scrivener Performance Engineering,Sonata,Hyundai,19283.666666666668
Scrivener Performance Engineering,Stratus,Dodge,31325.5
Scrivener Performance Engineering,Sunfire,Pontiac,27762.75
Scrivener Performance Engineering,TL,Acura,22041.916666666668
Scrivener Performance Engineering,Tacoma,Toyota,43591.27272727273
Scrivener Performance Engineering,Taurus,Ford,42221.72222222222
Scrivener Performance Engineering,Town & Country,Chrysler,42166.666666666664
Scrivener Performance Engineering,Town car,Lincoln,17500.0
Scrivener Performance Engineering,V40,Volvo,18000.0
Scrivener Performance Engineering,V70,Volvo,39000.0
Scrivener Performance Engineering,Villager,Mercury,17143.285714285714
Scrivener Performance Engineering,Viper,Dodge,32277.076923076922
Scrivener Performance Engineering,Voyager,Plymouth,32221.722222222223
Scrivener Performance Engineering,Windstar,Ford,22816.666666666668
Scrivener Performance Engineering,Wrangler,Jeep,15400.0
Scrivener Performance Engineering,Xterra,Nissan,15900.2
Sears Imported Autos,AMG SLC 43 Base,Mercedes-Benz,46519.0
Star Enterprises Inc,3-Sep,Saab,36709.6
Star Enterprises Inc,3000GT,Mitsubishi,23685.85714285714
Star Enterprises Inc,300M,Chrysler,24245.545454545456
Star Enterprises Inc,323i,BMW,18687.5
Star Enterprises Inc,328i,BMW,28087.59375
Star Enterprises Inc,4Runner,Toyota,35250.0
Star Enterprises Inc,5-Sep,Saab,28250.0
Star Enterprises Inc,528i,BMW,28406.25
Star Enterprises Inc,A4,Audi,24517.166666666668
Star Enterprises Inc,A6,Audi,24956.521739130436
Star Enterprises Inc,A8,Audi,44000.0
Star Enterprises Inc,Accent,Hyundai,18000.0
Star Enterprises Inc,Accord,Honda,37062.75
Star Enterprises Inc,Altima,Nissan,20500.0
Star Enterprises Inc,Aurora,Oldsmobile,34999.625
Star Enterprises Inc,Avalon,Toyota,18000.0
Star Enterprises Inc,Avenger,Dodge,27136.636363636364
Star Enterprises Inc,Beetle,Volkswagen,37083.333333333336
Star Enterprises Inc,Bonneville,Pontiac,16893.14285714286
Star Enterprises Inc,Boxter,Porsche,14125.25
Star Enterprises Inc,Bravada,Oldsmobile,17666.88888888889
Star Enterprises Inc,Breeze,Plymouth,39120.2
Star Enterprises Inc,C-Class,Mercedes-B,14500.0
Star Enterprises Inc,C70,Volvo,20762.875
Star Enterprises Inc,CL500,Mercedes-B,26666.833333333332
Star Enterprises Inc,CLK Coupe,Mercedes-B,22000.0
Star Enterprises Inc,CR-V,Honda,22506.75
Star Enterprises Inc,Cabrio,Volkswagen,17705.88888888889
Star Enterprises Inc,Camaro,Chevrolet,28600.166666666668
Star Enterprises Inc,Camry,Toyota,30444.555555555555
Star Enterprises Inc,Caravan,Dodge,30683.666666666668
Star Enterprises Inc,Carrera Cabrio,Porsche,21800.2
Star Enterprises Inc,Carrera Coupe,Porsche,22150.3
Star Enterprises Inc,Catera,Cadillac,35749.625
Star Enterprises Inc,Cavalier,Chevrolet,18800.2
Star Enterprises Inc,Celica,Toyota,21611.555555555555
Star Enterprises Inc,Century,Buick,17000.0
Star Enterprises Inc,Cherokee,Jeep,25101.0
Star Enterprises Inc,Cirrus,Chrysler,12000.5
Star Enterprises Inc,Civic,Honda,38545.454545454544
Star Enterprises Inc,Concorde,Chrysler,29227.363636363636
Star Enterprises Inc,Continental,Lincoln,44417.72727272727
Star Enterprises Inc,Contour,Ford,34619.8
Star Enterprises Inc,Corolla,Toyota,16750.5
Star Enterprises Inc,Corvette,Chevrolet,35968.68421052631
Star Enterprises Inc,Cougar,Mercury,31833.833333333332
Star Enterprises Inc,Crown Victoria,Ford,24028.714285714286
Star Enterprises Inc,Cutlass,Oldsmobile,35075.61538461538
Star Enterprises Inc,Dakota,Dodge,21000.5
Star Enterprises Inc,DeVille,Cadillac,39999.25
Star Enterprises Inc,Diamante,Mitsubishi,20957.0
Star Enterprises Inc,Durango,Dodge,24007.846153846152
Star Enterprises Inc,E-Class,Mercedes-B,26442.85714285714
Star Enterprises Inc,ES300,Lexus,27500.14285714286
Star Enterprises Inc,Eclipse,Mitsubishi,26251.0
Star Enterprises Inc,Elantra,Hyundai,24667.0
Star Enterprises Inc,Eldorado,Cadillac,40799.5
Star Enterprises Inc,Escalade,Cadillac,32333.833333333332
Star Enterprises Inc,Escort,Ford,12933.666666666666
Star Enterprises Inc,Expedition,Ford,23634.5
Star Enterprises Inc,Explorer,Ford,34246.642857142855
Star Enterprises Inc,F-Series,Ford,16350.166666666666
Star Enterprises Inc,Firebird,Pontiac,43000.5
Star Enterprises Inc,Focus,Ford,30150.0
Star Enterprises Inc,Forester,Subaru,22104.95238095238
Star Enterprises Inc,Frontier,Nissan,25272.727272727272
Star Enterprises Inc,GS300,Lexus,34000.5
Star Enterprises Inc,GS400,Lexus,22722.444444444445
Star Enterprises Inc,GTI,Volkswagen,24720.133333333335
Star Enterprises Inc,Galant,Mitsubishi,36275.25
Star Enterprises Inc,Golf,Volkswagen,21300.4
Star Enterprises Inc,Grand Am,Pontiac,22583.75
Star Enterprises Inc,Grand Cherokee,Jeep,17000.333333333332
Star Enterprises Inc,Grand Marquis,Mercury,30723.0
Star Enterprises Inc,Grand Prix,Pontiac,34674.75
Star Enterprises Inc,I30,Infiniti,29250.285714285714
Star Enterprises Inc,Impala,Chevrolet,16833.333333333332
Star Enterprises Inc,Integra,Acura,34616.5
Star Enterprises Inc,Intrepid,Dodge,11125.25
Star Enterprises Inc,Intrigue,Oldsmobile,39545.818181818184
Star Enterprises Inc,Jetta,Volkswagen,29241.645833333332
Star Enterprises Inc,LHS,Chrysler,27371.85714285714
